"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Barfield Avenue","OS_Ba_0428","Park","Barnet",0.7693,527607,193629,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Totteridge Fields","OS_Ba_0431","Nature reserve","Barnet",6.7943,522309,194090,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Stoneyfields Park","OS_Ba_0432","Park","Barnet",3.3275,520337,193106,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Alban's Rd Burial Ground","OS_Ba_0435","Cemetery/churchyard","Barnet",1.2140,524121,197158,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Friern Barnet Parish Church","OS_Ba_0438","Cemetery/churchyard","Barnet",0.8222,527221,192918,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Oakfields Wood","OS_Ba_0441","Public woodland","Barnet",5.2378,523677,192398,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tantony Green","OS_BD_0008","Recreation ground","Barking and Dagenham",1.4633,547854,189614,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Barking (St Mary's) Abbey Ruins","OS_BD_0011","Cemetery/churchyard","Barking and Dagenham",0.6420,544002,183943,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Barking Market Pedestrianised Area","OS_BD_0016","Other hard surfaced areas","Barking and Dagenham",0.0846,544207,183930,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Barking Park","OS_BD_0017","Park","Barking and Dagenham",28.5568,544766,184999,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Basedale Road Housing Green","OS_BD_0020","Amenity green space","Barking and Dagenham",0.2674,546635,184455,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bastable Avenue Open Space","OS_BD_0021","Amenity green space","Barking and Dagenham",0.2597,546451,183053,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Brook Meadow Open Space","OS_BD_0029","Amenity green space","Barking and Dagenham",0.4279,546309,184176,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Buzzards Mouth Creek","OS_BD_0031","River","Barking and Dagenham",1.9284,546131,182107,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Castle Green Park","OS_BD_0032","Park","Barking and Dagenham",10.4365,547236,183707,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Abbey Green (North)","OS_BD_0034","Park","Barking and Dagenham",1.7456,543995,184051,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Central Park (Barking and Dagenham)","OS_BD_0035","Park","Barking and Dagenham",48.9707,550049,186767,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chadwell Heath Cemetery","OS_BD_0036","Cemetery/churchyard","Barking and Dagenham",6.9272,548301,189713,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Civic Centre Green","OS_BD_0041","Amenity green space","Barking and Dagenham",0.8547,549455,186876,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Peter's & St Paul Church Yard","OS_BD_0049","Nature reserve","Barking and Dagenham",0.8355,550058,184467,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Eastbrookend Cemetery","OS_BD_0056","Cemetery/churchyard","Barking and Dagenham",4.0789,551359,186322,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Eastbrookend Country Park","OS_BD_0057","Country park","Barking and Dagenham",69.5120,550908,186122,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Essex Road Gardens","OS_BD_0061","Formal garden","Barking and Dagenham",0.0742,544838,184069,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Goresbrook","OS_BD_0077","River","Barking and Dagenham",7.6668,548220,182820,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Goresbrook Leisure Complex Fields","OS_BD_0078","Playing fields","Barking and Dagenham",8.9714,547857,183738,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Goresbrook Park","OS_BD_0079","Park","Barking and Dagenham",13.7321,548541,184104,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Greatfields Park","OS_BD_0081","Park","Barking and Dagenham",5.8060,545085,183436,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Harts Lane Housing Green","OS_BD_0085","Amenity green space","Barking and Dagenham",0.9924,543654,184488,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Harveys Lane Footpath","OS_BD_0086","Walking/cycling route","Barking and Dagenham",0.7478,551158,186930,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Eastminster School of Riding (Hooks Hall Farm)","OS_BD_0094","Equestrian centre","Barking and Dagenham",7.5764,551536,186236,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Kingston Hill Avenue Recreation Grounds","OS_BD_0101","Other recreational","Barking and Dagenham",1.3677,548364,189798,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lintons Housing Green","OS_BD_0105","Amenity green space","Barking and Dagenham",1.2036,544157,184395,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Heath Park","OS_BD_0106","Amenity green space","Barking and Dagenham",1.1803,549285,186360,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lodge Avenue Housing Green North","OS_BD_0108","Amenity green space","Barking and Dagenham",0.6067,546665,185460,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
